frame_no,x1,y1,x2,y2,label,filename,xc,yc,w,h
824,519.000000,94.500000,525.000000,109.500000,stop,frame_000824.jpg,0.815625,0.212500,0.009375,0.031250
825,518.000000,93.500000,524.000000,108.500000,stop,frame_000825.jpg,0.814063,0.210417,0.009375,0.031250
826,517.000000,93.500000,523.000000,108.500000,stop,frame_000826.jpg,0.812500,0.210417,0.009375,0.031250
827,515.000000,92.500000,521.000000,107.500000,stop,frame_000827.jpg,0.809375,0.208333,0.009375,0.031250
828,514.000000,91.500000,520.000000,106.500000,stop,frame_000828.jpg,0.807813,0.206250,0.009375,0.031250
829,512.000000,90.500000,518.000000,105.500000,stop,frame_000829.jpg,0.804688,0.204167,0.009375,0.031250
830,511.000000,90.500000,517.000000,105.500000,stop,frame_000830.jpg,0.803125,0.204167,0.009375,0.031250
831,509.000000,89.500000,515.000000,104.500000,stop,frame_000831.jpg,0.800000,0.202083,0.009375,0.031250
832,508.000000,89.500000,514.000000,104.500000,stop,frame_000832.jpg,0.798438,0.202083,0.009375,0.031250
833,507.000000,88.500000,513.000000,103.500000,stop,frame_000833.jpg,0.796875,0.200000,0.009375,0.031250
834,506.000000,87.500000,512.000000,102.500000,stop,frame_000834.jpg,0.795313,0.197917,0.009375,0.031250
835,505.000000,87.500000,511.000000,102.500000,stop,frame_000835.jpg,0.793750,0.197917,0.009375,0.031250
836,504.000000,87.500000,510.000000,102.500000,stop,frame_000836.jpg,0.792188,0.197917,0.009375,0.031250
837,503.000000,86.500000,509.000000,101.500000,stop,frame_000837.jpg,0.790625,0.195833,0.009375,0.031250
838,503.000000,85.500000,509.000000,100.500000,stop,frame_000838.jpg,0.790625,0.193750,0.009375,0.031250
839,502.000000,84.500000,508.000000,99.500000,stop,frame_000839.jpg,0.789062,0.191667,0.009375,0.031250
840,501.000000,84.500000,507.000000,99.500000,stop,frame_000840.jpg,0.787500,0.191667,0.009375,0.031250
841,500.000000,85.500000,506.000000,100.500000,stop,frame_000841.jpg,0.785938,0.193750,0.009375,0.031250
842,499.000000,86.500000,505.000000,101.500000,stop,frame_000842.jpg,0.784375,0.195833,0.009375,0.031250
843,498.000000,85.500000,504.000000,100.500000,stop,frame_000843.jpg,0.782813,0.193750,0.009375,0.031250
844,498.000000,84.500000,504.000000,99.500000,stop,frame_000844.jpg,0.782813,0.191667,0.009375,0.031250
845,497.000000,84.500000,503.000000,99.500000,stop,frame_000845.jpg,0.781250,0.191667,0.009375,0.031250
846,496.000000,84.500000,502.000000,99.500000,stop,frame_000846.jpg,0.779688,0.191667,0.009375,0.031250
847,496.000000,84.500000,502.000000,99.500000,stop,frame_000847.jpg,0.779688,0.191667,0.009375,0.031250
848,496.000000,83.500000,502.000000,98.500000,stop,frame_000848.jpg,0.779688,0.189583,0.009375,0.031250
849,495.000000,83.500000,501.000000,98.500000,stop,frame_000849.jpg,0.778125,0.189583,0.009375,0.031250
850,495.000000,83.500000,501.000000,98.500000,stop,frame_000850.jpg,0.778125,0.189583,0.009375,0.031250
851,495.000000,83.500000,501.000000,98.500000,stop,frame_000851.jpg,0.778125,0.189583,0.009375,0.031250
852,494.000000,83.500000,500.000000,98.500000,stop,frame_000852.jpg,0.776563,0.189583,0.009375,0.031250
853,494.000000,82.500000,500.000000,97.500000,stop,frame_000853.jpg,0.776563,0.187500,0.009375,0.031250
854,495.000000,82.500000,501.000000,97.500000,stop,frame_000854.jpg,0.778125,0.187500,0.009375,0.031250
855,495.000000,82.500000,501.000000,97.500000,stop,frame_000855.jpg,0.778125,0.187500,0.009375,0.031250
856,494.000000,81.500000,500.000000,96.500000,stop,frame_000856.jpg,0.776563,0.185417,0.009375,0.031250
857,494.000000,79.500000,500.000000,94.500000,stop,frame_000857.jpg,0.776563,0.181250,0.009375,0.031250
858,493.000000,79.500000,499.000000,94.500000,stop,frame_000858.jpg,0.775000,0.181250,0.009375,0.031250
859,493.000000,80.500000,499.000000,95.500000,stop,frame_000859.jpg,0.775000,0.183333,0.009375,0.031250
860,493.000000,82.500000,499.000000,97.500000,stop,frame_000860.jpg,0.775000,0.187500,0.009375,0.031250
861,493.000000,83.500000,499.000000,98.500000,stop,frame_000861.jpg,0.775000,0.189583,0.009375,0.031250
862,493.000000,83.500000,499.000000,98.500000,stop,frame_000862.jpg,0.775000,0.189583,0.009375,0.031250
863,493.000000,82.500000,499.000000,97.500000,stop,frame_000863.jpg,0.775000,0.187500,0.009375,0.031250
864,494.000000,80.500000,500.000000,95.500000,stop,frame_000864.jpg,0.776563,0.183333,0.009375,0.031250
865,494.000000,80.500000,500.000000,95.500000,stop,frame_000865.jpg,0.776563,0.183333,0.009375,0.031250
866,494.000000,81.500000,500.000000,96.500000,stop,frame_000866.jpg,0.776563,0.185417,0.009375,0.031250
867,494.000000,82.500000,500.000000,97.500000,stop,frame_000867.jpg,0.776563,0.187500,0.009375,0.031250
868,494.000000,84.500000,500.000000,99.500000,stop,frame_000868.jpg,0.776563,0.191667,0.009375,0.031250
869,495.000000,84.500000,501.000000,99.500000,stop,frame_000869.jpg,0.778125,0.191667,0.009375,0.031250
870,495.000000,83.500000,501.000000,98.500000,stop,frame_000870.jpg,0.778125,0.189583,0.009375,0.031250
871,495.000000,80.500000,501.000000,95.500000,stop,frame_000871.jpg,0.778125,0.183333,0.009375,0.031250
872,495.000000,79.500000,501.000000,94.500000,stop,frame_000872.jpg,0.778125,0.181250,0.009375,0.031250
873,495.000000,78.500000,501.000000,93.500000,stop,frame_000873.jpg,0.778125,0.179167,0.009375,0.031250
874,496.000000,78.500000,502.000000,93.500000,stop,frame_000874.jpg,0.779688,0.179167,0.009375,0.031250
875,496.000000,77.500000,502.000000,92.500000,stop,frame_000875.jpg,0.779688,0.177083,0.009375,0.031250
876,497.000000,76.500000,503.000000,91.500000,stop,frame_000876.jpg,0.781250,0.175000,0.009375,0.031250
877,497.000000,75.500000,503.000000,90.500000,stop,frame_000877.jpg,0.781250,0.172917,0.009375,0.031250
878,497.000000,73.500000,503.000000,88.500000,stop,frame_000878.jpg,0.781250,0.168750,0.009375,0.031250
879,497.000000,74.500000,503.000000,89.500000,stop,frame_000879.jpg,0.781250,0.170833,0.009375,0.031250
880,497.000000,75.500000,503.000000,90.500000,stop,frame_000880.jpg,0.781250,0.172917,0.009375,0.031250
881,497.000000,75.500000,503.000000,90.500000,stop,frame_000881.jpg,0.781250,0.172917,0.009375,0.031250
882,496.500000,75.500000,503.500000,92.500000,stop,frame_000882.jpg,0.781250,0.175000,0.010938,0.035417
883,496.500000,75.500000,503.500000,92.500000,stop,frame_000883.jpg,0.781250,0.175000,0.010938,0.035417
884,497.500000,73.500000,504.500000,90.500000,stop,frame_000884.jpg,0.782813,0.170833,0.010938,0.035417
885,497.500000,70.500000,504.500000,87.500000,stop,frame_000885.jpg,0.782813,0.164583,0.010938,0.035417
886,497.500000,69.500000,504.500000,86.500000,stop,frame_000886.jpg,0.782813,0.162500,0.010938,0.035417
887,499.500000,68.500000,506.500000,85.500000,stop,frame_000887.jpg,0.785938,0.160417,0.010938,0.035417
888,499.500000,69.500000,506.500000,86.500000,stop,frame_000888.jpg,0.785938,0.162500,0.010938,0.035417
889,499.500000,70.500000,506.500000,87.500000,stop,frame_000889.jpg,0.785938,0.164583,0.010938,0.035417
890,499.500000,69.500000,506.500000,86.500000,stop,frame_000890.jpg,0.785938,0.162500,0.010938,0.035417
891,499.500000,69.500000,506.500000,86.500000,stop,frame_000891.jpg,0.785938,0.162500,0.010938,0.035417
892,499.500000,68.500000,506.500000,85.500000,stop,frame_000892.jpg,0.785938,0.160417,0.010938,0.035417
893,499.500000,67.500000,506.500000,84.500000,stop,frame_000893.jpg,0.785938,0.158333,0.010938,0.035417
894,500.500000,67.500000,507.500000,84.500000,stop,frame_000894.jpg,0.787500,0.158333,0.010938,0.035417
895,500.500000,67.500000,507.500000,84.500000,stop,frame_000895.jpg,0.787500,0.158333,0.010938,0.035417
896,500.500000,67.500000,507.500000,84.500000,stop,frame_000896.jpg,0.787500,0.158333,0.010938,0.035417
897,500.500000,67.500000,507.500000,84.500000,stop,frame_000897.jpg,0.787500,0.158333,0.010938,0.035417
898,501.500000,66.500000,508.500000,83.500000,stop,frame_000898.jpg,0.789062,0.156250,0.010938,0.035417
899,502.500000,67.500000,509.500000,84.500000,stop,frame_000899.jpg,0.790625,0.158333,0.010938,0.035417
900,502.500000,67.500000,509.500000,84.500000,stop,frame_000900.jpg,0.790625,0.158333,0.010938,0.035417
901,502.500000,66.500000,509.500000,83.500000,stop,frame_000901.jpg,0.790625,0.156250,0.010938,0.035417
902,502.500000,65.500000,509.500000,82.500000,stop,frame_000902.jpg,0.790625,0.154167,0.010938,0.035417
903,502.500000,64.500000,509.500000,81.500000,stop,frame_000903.jpg,0.790625,0.152083,0.010938,0.035417
904,503.500000,63.500000,510.500000,80.500000,stop,frame_000904.jpg,0.792188,0.150000,0.010938,0.035417
905,504.500000,62.500000,511.500000,79.500000,stop,frame_000905.jpg,0.793750,0.147917,0.010938,0.035417
906,504.500000,63.500000,511.500000,80.500000,stop,frame_000906.jpg,0.793750,0.150000,0.010938,0.035417
907,504.500000,64.500000,511.500000,81.500000,stop,frame_000907.jpg,0.793750,0.152083,0.010938,0.035417
908,504.500000,65.500000,511.500000,82.500000,stop,frame_000908.jpg,0.793750,0.154167,0.010938,0.035417
909,505.500000,66.500000,512.500000,83.500000,stop,frame_000909.jpg,0.795313,0.156250,0.010938,0.035417
910,505.500000,66.500000,512.500000,83.500000,stop,frame_000910.jpg,0.795313,0.156250,0.010938,0.035417
911,505.500000,65.500000,512.500000,82.500000,stop,frame_000911.jpg,0.795313,0.154167,0.010938,0.035417
912,506.500000,63.500000,513.500000,80.500000,stop,frame_000912.jpg,0.796875,0.150000,0.010938,0.035417
913,506.500000,63.500000,513.500000,80.500000,stop,frame_000913.jpg,0.796875,0.150000,0.010938,0.035417
914,507.500000,62.500000,514.500000,79.500000,stop,frame_000914.jpg,0.798438,0.147917,0.010938,0.035417
915,507.500000,63.500000,514.500000,80.500000,stop,frame_000915.jpg,0.798438,0.150000,0.010938,0.035417
916,507.500000,63.500000,514.500000,80.500000,stop,frame_000916.jpg,0.798438,0.150000,0.010938,0.035417
917,507.500000,64.500000,514.500000,81.500000,stop,frame_000917.jpg,0.798438,0.152083,0.010938,0.035417
918,507.500000,65.500000,514.500000,82.500000,stop,frame_000918.jpg,0.798438,0.154167,0.010938,0.035417
919,507.500000,66.500000,514.500000,83.500000,stop,frame_000919.jpg,0.798438,0.156250,0.010938,0.035417
920,507.500000,67.500000,514.500000,84.500000,stop,frame_000920.jpg,0.798438,0.158333,0.010938,0.035417
921,508.500000,67.500000,515.500000,84.500000,stop,frame_000921.jpg,0.800000,0.158333,0.010938,0.035417
922,509.500000,68.500000,516.500000,85.500000,stop,frame_000922.jpg,0.801563,0.160417,0.010938,0.035417
923,510.500000,66.500000,517.500000,83.500000,stop,frame_000923.jpg,0.803125,0.156250,0.010938,0.035417
924,510.500000,66.500000,517.500000,83.500000,stop,frame_000924.jpg,0.803125,0.156250,0.010938,0.035417
925,510.500000,67.500000,517.500000,84.500000,stop,frame_000925.jpg,0.803125,0.158333,0.010938,0.035417
926,510.500000,68.500000,517.500000,85.500000,stop,frame_000926.jpg,0.803125,0.160417,0.010938,0.035417
927,510.500000,69.500000,517.500000,86.500000,stop,frame_000927.jpg,0.803125,0.162500,0.010938,0.035417
928,510.500000,69.500000,517.500000,86.500000,stop,frame_000928.jpg,0.803125,0.162500,0.010938,0.035417
929,511.500000,69.500000,518.500000,86.500000,stop,frame_000929.jpg,0.804688,0.162500,0.010938,0.035417
930,511.500000,69.500000,518.500000,86.500000,stop,frame_000930.jpg,0.804688,0.162500,0.010938,0.035417
931,511.500000,69.500000,518.500000,86.500000,stop,frame_000931.jpg,0.804688,0.162500,0.010938,0.035417
932,511.500000,69.500000,518.500000,86.500000,stop,frame_000932.jpg,0.804688,0.162500,0.010938,0.035417
933,511.500000,69.500000,518.500000,86.500000,stop,frame_000933.jpg,0.804688,0.162500,0.010938,0.035417
933,597.000000,125.000000,605.000000,145.000000,stop,frame_000933.jpg,0.939063,0.281250,0.012500,0.041667
934,512.500000,69.500000,519.500000,86.500000,stop,frame_000934.jpg,0.806250,0.162500,0.010938,0.035417
934,598.000000,126.000000,606.000000,146.000000,stop,frame_000934.jpg,0.940625,0.283333,0.012500,0.041667
935,513.500000,69.500000,520.500000,86.500000,stop,frame_000935.jpg,0.807813,0.162500,0.010938,0.035417
935,599.000000,126.000000,607.000000,146.000000,stop,frame_000935.jpg,0.942188,0.283333,0.012500,0.041667
936,513.500000,68.500000,520.500000,85.500000,stop,frame_000936.jpg,0.807813,0.160417,0.010938,0.035417
936,599.000000,125.000000,607.000000,145.000000,stop,frame_000936.jpg,0.942188,0.281250,0.012500,0.041667
937,513.500000,67.500000,520.500000,84.500000,stop,frame_000937.jpg,0.807813,0.158333,0.010938,0.035417
937,599.000000,124.000000,607.000000,144.000000,stop,frame_000937.jpg,0.942188,0.279167,0.012500,0.041667
938,513.500000,65.500000,520.500000,82.500000,stop,frame_000938.jpg,0.807813,0.154167,0.010938,0.035417
938,599.000000,123.000000,607.000000,143.000000,stop,frame_000938.jpg,0.942188,0.277083,0.012500,0.041667
939,513.500000,64.500000,520.500000,81.500000,stop,frame_000939.jpg,0.807813,0.152083,0.010938,0.035417
939,600.000000,122.000000,608.000000,142.000000,stop,frame_000939.jpg,0.943750,0.275000,0.012500,0.041667
940,514.500000,64.500000,521.500000,81.500000,stop,frame_000940.jpg,0.809375,0.152083,0.010938,0.035417
940,600.000000,121.000000,608.000000,141.000000,stop,frame_000940.jpg,0.943750,0.272917,0.012500,0.041667
941,514.500000,64.500000,521.500000,81.500000,stop,frame_000941.jpg,0.809375,0.152083,0.010938,0.035417
941,601.000000,121.000000,609.000000,141.000000,stop,frame_000941.jpg,0.945312,0.272917,0.012500,0.041667
942,514.500000,65.500000,521.500000,82.500000,stop,frame_000942.jpg,0.809375,0.154167,0.010938,0.035417
942,601.000000,122.000000,609.000000,142.000000,stop,frame_000942.jpg,0.945312,0.275000,0.012500,0.041667
943,513.500000,66.500000,520.500000,83.500000,stop,frame_000943.jpg,0.807813,0.156250,0.010938,0.035417
943,601.000000,123.000000,609.000000,143.000000,stop,frame_000943.jpg,0.945312,0.277083,0.012500,0.041667
944,514.500000,66.500000,521.500000,83.500000,stop,frame_000944.jpg,0.809375,0.156250,0.010938,0.035417
944,601.000000,124.000000,609.000000,144.000000,stop,frame_000944.jpg,0.945312,0.279167,0.012500,0.041667
945,514.500000,67.500000,521.500000,84.500000,stop,frame_000945.jpg,0.809375,0.158333,0.010938,0.035417
945,602.000000,124.000000,610.000000,144.000000,stop,frame_000945.jpg,0.946875,0.279167,0.012500,0.041667
946,516.500000,66.500000,523.500000,83.500000,stop,frame_000946.jpg,0.812500,0.156250,0.010938,0.035417
946,603.000000,125.000000,611.000000,145.000000,stop,frame_000946.jpg,0.948438,0.281250,0.012500,0.041667
947,516.500000,66.500000,523.500000,83.500000,stop,frame_000947.jpg,0.812500,0.156250,0.010938,0.035417
947,604.000000,124.000000,612.000000,144.000000,stop,frame_000947.jpg,0.950000,0.279167,0.012500,0.041667
948,517.500000,66.500000,524.500000,83.500000,stop,frame_000948.jpg,0.814063,0.156250,0.010938,0.035417
948,605.000000,124.000000,613.000000,144.000000,stop,frame_000948.jpg,0.951563,0.279167,0.012500,0.041667
949,517.500000,64.500000,524.500000,81.500000,stop,frame_000949.jpg,0.814063,0.152083,0.010938,0.035417
949,605.000000,123.000000,613.000000,143.000000,stop,frame_000949.jpg,0.951563,0.277083,0.012500,0.041667
950,517.500000,63.500000,524.500000,80.500000,stop,frame_000950.jpg,0.814063,0.150000,0.010938,0.035417
950,605.000000,122.000000,613.000000,142.000000,stop,frame_000950.jpg,0.951563,0.275000,0.012500,0.041667
951,517.500000,62.500000,524.500000,79.500000,stop,frame_000951.jpg,0.814063,0.147917,0.010938,0.035417
951,605.000000,121.000000,613.000000,141.000000,stop,frame_000951.jpg,0.951563,0.272917,0.012500,0.041667
952,517.500000,62.500000,524.500000,79.500000,stop,frame_000952.jpg,0.814063,0.147917,0.010938,0.035417
952,606.000000,121.000000,614.000000,141.000000,stop,frame_000952.jpg,0.953125,0.272917,0.012500,0.041667
953,518.500000,62.500000,525.500000,79.500000,stop,frame_000953.jpg,0.815625,0.147917,0.010938,0.035417
953,607.000000,121.000000,615.000000,141.000000,stop,frame_000953.jpg,0.954688,0.272917,0.012500,0.041667
954,519.500000,62.500000,526.500000,79.500000,stop,frame_000954.jpg,0.817188,0.147917,0.010938,0.035417
954,607.000000,122.000000,615.000000,142.000000,stop,frame_000954.jpg,0.954688,0.275000,0.012500,0.041667
955,518.500000,62.500000,525.500000,79.500000,stop,frame_000955.jpg,0.815625,0.147917,0.010938,0.035417
955,608.000000,122.000000,616.000000,142.000000,stop,frame_000955.jpg,0.956250,0.275000,0.012500,0.041667
956,518.500000,62.500000,525.500000,79.500000,stop,frame_000956.jpg,0.815625,0.147917,0.010938,0.035417
956,608.000000,122.000000,616.000000,142.000000,stop,frame_000956.jpg,0.956250,0.275000,0.012500,0.041667
957,519.500000,61.500000,526.500000,78.500000,stop,frame_000957.jpg,0.817188,0.145833,0.010938,0.035417
957,608.000000,121.000000,616.000000,141.000000,stop,frame_000957.jpg,0.956250,0.272917,0.012500,0.041667
958,519.500000,60.500000,526.500000,77.500000,stop,frame_000958.jpg,0.817188,0.143750,0.010938,0.035417
958,609.000000,120.000000,617.000000,140.000000,stop,frame_000958.jpg,0.957813,0.270833,0.012500,0.041667
959,520.500000,58.500000,527.500000,75.500000,stop,frame_000959.jpg,0.818750,0.139583,0.010938,0.035417
959,610.000000,117.000000,618.000000,137.000000,stop,frame_000959.jpg,0.959375,0.264583,0.012500,0.041667
960,520.500000,55.500000,527.500000,72.500000,stop,frame_000960.jpg,0.818750,0.133333,0.010938,0.035417
960,610.000000,116.000000,618.000000,136.000000,stop,frame_000960.jpg,0.959375,0.262500,0.012500,0.041667
961,520.500000,55.500000,527.500000,72.500000,stop,frame_000961.jpg,0.818750,0.133333,0.010938,0.035417
961,611.000000,115.000000,619.000000,135.000000,stop,frame_000961.jpg,0.960938,0.260417,0.012500,0.041667
962,520.500000,54.500000,527.500000,71.500000,stop,frame_000962.jpg,0.818750,0.131250,0.010938,0.035417
962,611.000000,115.000000,619.000000,135.000000,stop,frame_000962.jpg,0.960938,0.260417,0.012500,0.041667
963,521.500000,54.500000,528.500000,71.500000,stop,frame_000963.jpg,0.820312,0.131250,0.010938,0.035417
963,611.000000,114.000000,619.000000,134.000000,stop,frame_000963.jpg,0.960938,0.258333,0.012500,0.041667
964,521.500000,53.500000,528.500000,70.500000,stop,frame_000964.jpg,0.820312,0.129167,0.010938,0.035417
964,612.000000,114.000000,620.000000,134.000000,stop,frame_000964.jpg,0.962500,0.258333,0.012500,0.041667
965,521.500000,53.500000,528.500000,70.500000,stop,frame_000965.jpg,0.820312,0.129167,0.010938,0.035417
965,613.000000,114.000000,621.000000,134.000000,stop,frame_000965.jpg,0.964063,0.258333,0.012500,0.041667
966,521.500000,53.500000,528.500000,70.500000,stop,frame_000966.jpg,0.820312,0.129167,0.010938,0.035417
966,613.000000,113.000000,621.000000,133.000000,stop,frame_000966.jpg,0.964063,0.256250,0.012500,0.041667
967,521.500000,53.500000,528.500000,70.500000,stop,frame_000967.jpg,0.820312,0.129167,0.010938,0.035417
967,613.000000,113.000000,621.000000,133.000000,stop,frame_000967.jpg,0.964063,0.256250,0.012500,0.041667
968,521.500000,53.500000,528.500000,70.500000,stop,frame_000968.jpg,0.820312,0.129167,0.010938,0.035417
968,613.000000,114.000000,621.000000,134.000000,stop,frame_000968.jpg,0.964063,0.258333,0.012500,0.041667
969,521.500000,54.500000,528.500000,71.500000,stop,frame_000969.jpg,0.820312,0.131250,0.010938,0.035417
969,614.000000,115.000000,622.000000,135.000000,stop,frame_000969.jpg,0.965625,0.260417,0.012500,0.041667
970,522.500000,54.500000,529.500000,71.500000,stop,frame_000970.jpg,0.821875,0.131250,0.010938,0.035417
970,615.000000,115.000000,623.000000,135.000000,stop,frame_000970.jpg,0.967188,0.260417,0.012500,0.041667
971,522.500000,53.500000,529.500000,70.500000,stop,frame_000971.jpg,0.821875,0.129167,0.010938,0.035417
971,615.000000,114.000000,623.000000,134.000000,stop,frame_000971.jpg,0.967188,0.258333,0.012500,0.041667
972,523.500000,52.500000,530.500000,69.500000,stop,frame_000972.jpg,0.823438,0.127083,0.010938,0.035417
972,616.000000,114.000000,624.000000,134.000000,stop,frame_000972.jpg,0.968750,0.258333,0.012500,0.041667
973,524.500000,52.500000,531.500000,69.500000,stop,frame_000973.jpg,0.825000,0.127083,0.010938,0.035417
973,616.000000,114.000000,624.000000,134.000000,stop,frame_000973.jpg,0.968750,0.258333,0.012500,0.041667
974,524.500000,52.500000,531.500000,69.500000,stop,frame_000974.jpg,0.825000,0.127083,0.010938,0.035417
974,617.000000,115.000000,625.000000,135.000000,stop,frame_000974.jpg,0.970313,0.260417,0.012500,0.041667
975,524.500000,52.500000,531.500000,69.500000,stop,frame_000975.jpg,0.825000,0.127083,0.010938,0.035417
975,617.000000,115.000000,625.000000,135.000000,stop,frame_000975.jpg,0.970313,0.260417,0.012500,0.041667
976,525.500000,53.500000,532.500000,70.500000,stop,frame_000976.jpg,0.826563,0.129167,0.010938,0.035417
976,618.000000,115.000000,626.000000,135.000000,stop,frame_000976.jpg,0.971875,0.260417,0.012500,0.041667
977,525.500000,53.500000,532.500000,70.500000,stop,frame_000977.jpg,0.826563,0.129167,0.010938,0.035417
977,618.000000,116.000000,626.000000,136.000000,stop,frame_000977.jpg,0.971875,0.262500,0.012500,0.041667
978,525.500000,53.500000,532.500000,70.500000,stop,frame_000978.jpg,0.826563,0.129167,0.010938,0.035417
978,619.000000,116.000000,627.000000,136.000000,stop,frame_000978.jpg,0.973438,0.262500,0.012500,0.041667
